Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QA","Live Animals","21","Brazil","5114","Stocks","1181","Beehives","1982","1982","No","300000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5114","Stocks","1181","Beehives","1983","1983","No","300000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5114","Stocks","1181","Beehives","1984","1984","No","400000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5114","Stocks","1181","Beehives","1985","1985","No","480000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5114","Stocks","1181","Beehives","1986","1986","No","550000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5114","Stocks","1181","Beehives","1987","1987","No","600000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5114","Stocks","1181","Beehives","1988","1988","No","640000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5114","Stocks","1181","Beehives","1989","1989","No","660000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5114","Stocks","1181","Beehives","1990","1990","No","700000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5114","Stocks","1181","Beehives","1991","1991","No","812000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5114","Stocks","1181","Beehives","1992","1992","No","819000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5114","Stocks","1181","Beehives","1993","1993","No","800000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5114","Stocks","1181","Beehives","1994","1994","No","795000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5114","Stocks","1181","Beehives","1995","1995","No","824000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5114","Stocks","1181","Beehives","1996","1996","No","824000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5114","Stocks","1181","Beehives","1997","1997","No","824000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5114","Stocks","1181","Beehives","1998","1998","No","824000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5114","Stocks","1181","Beehives","1999","1999","No","824000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5114","Stocks","1181","Beehives","2000","2000","No","824000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5114","Stocks","1181","Beehives","2001","2001","No","820000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5114","Stocks","1181","Beehives","2002","2002","No","825000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5114","Stocks","1181","Beehives","2003","2003","No","830000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5114","Stocks","1181","Beehives","2004","2004","No","835000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5114","Stocks","1181","Beehives","2005","2005","No","880000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5114","Stocks","1181","Beehives","2006","2006","No","952000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5114","Stocks","1181","Beehives","2007","2007","No","914000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5114","Stocks","1181","Beehives","2008","2008","No","994000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5114","Stocks","1181","Beehives","2009","2009","No","1025000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5114","Stocks","1181","Beehives","2010","2010","No","1000000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5114","Stocks","1181","Beehives","2011","2011","No","1094000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5114","Stocks","1181","Beehives","2012","2012","No","900000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5114","Stocks","1181","Beehives","2013","2013","No","938000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5114","Stocks","1181","Beehives","2014","2014","No","1020000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5114","Stocks","1181","Beehives","2015","2015","No","1011715","Im","FAO data based on imputation methodology"
"QA","Live Animals","21","Brazil","5114","Stocks","1181","Beehives","2016","2016","No","996805","Im","FAO data based on imputation methodology"
"QA","Live Animals","21","Brazil","5114","Stocks","1181","Beehives","2017","2017","No","995436","Im","FAO data based on imputation methodology"
"QA","Live Animals","21","Brazil","5114","Stocks","1181","Beehives","2018","2018","No","999276","Im","FAO data based on imputation methodology"
"QA","Live Animals","21","Brazil","5114","Stocks","1181","Beehives","2019","2019","No","1003116","Im","FAO data based on imputation methodology"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","1961","1961","Head","63000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","1962","1962","Head","68000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","1963","1963","Head","61000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","1964","1964","Head","63000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","1965","1965","Head","82000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","1966","1966","Head","87000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","1967","1967","Head","91000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","1968","1968","Head","96000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","1969","1969","Head","106000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","1970","1970","Head","118000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","1971","1971","Head","129000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","1972","1972","Head","140000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","1973","1973","Head","159000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","1974","1974","Head","203000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","1975","1975","Head","267000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","1976","1976","Head","320000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","1977","1977","Head","343000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","1978","1978","Head","393000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","1979","1979","Head","474000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","1980","1980","Head","495000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","1981","1981","Head","542000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","1982","1982","Head","623574","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","1983","1983","Head","702182","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","1984","1984","Head","804478","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","1985","1985","Head","882142","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","1986","1986","Head","984811","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","1987","1987","Head","1082128","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","1988","1988","Head","1181219","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","1989","1989","Head","1285043","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","1990","1990","Head","1397097","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","1991","1991","Head","1432112","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","1992","1992","Head","1423348","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","1993","1993","Head","1498890","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","1994","1994","Head","1571349","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","1995","1995","Head","1641950","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","1996","1996","Head","1046106","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","1997","1997","Head","977767","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","1998","1998","Head","1017246","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","1999","1999","Head","1068059","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","2000","2000","Head","1102551","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","2001","2001","Head","1118823","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","2002","2002","Head","1113400","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","2003","2003","Head","1148808","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","2004","2004","Head","1133622","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","2005","2005","Head","1173629","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","2006","2006","Head","1156870","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","2007","2007","Head","1131986","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","2008","2008","Head","1146690","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","2009","2009","Head","1135191","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","2010","2010","Head","1184511","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","2011","2011","Head","1278075","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","2012","2012","Head","1261922","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","2013","2013","Head","1332284","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","2014","2014","Head","1319478","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","2015","2015","Head","1370488","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","2016","2016","Head","1371089","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","2017","2017","Head","1375168","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","2018","2018","Head","1389873","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","946","Buffaloes","2019","2019","Head","1434141","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","1961","1961","Head","56041312","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","1962","1962","Head","57739888","F","FAO estimate"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","1963","1963","Head","59703040","F","FAO estimate"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","1964","1964","Head","61732944","F","FAO estimate"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","1965","1965","Head","63831856","F","FAO estimate"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","1966","1966","Head","66002144","F","FAO estimate"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","1967","1967","Head","68246224","F","FAO estimate"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","1968","1968","Head","70566608","F","FAO estimate"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","1969","1969","Head","72965856","F","FAO estimate"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","1970","1970","Head","75446704","F","FAO estimate"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","1971","1971","Head","78562256","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","1972","1972","Head","83000000","*","Unofficial figure"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","1973","1973","Head","85500000","*","Unofficial figure"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","1974","1974","Head","90437008","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","1975","1975","Head","92495360","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","1976","1976","Head","101674000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","1977","1977","Head","107296560","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","1978","1978","Head","106942560","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","1979","1979","Head","109177488","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","1980","1980","Head","118971424","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","1981","1981","Head","121785008","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","1982","1982","Head","123488000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","1983","1983","Head","124186000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","1984","1984","Head","127655008","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","1985","1985","Head","128422672","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","1986","1986","Head","132221568","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","1987","1987","Head","135720288","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","1988","1988","Head","139599104","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","1989","1989","Head","144154096","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","1990","1990","Head","147102320","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","1991","1991","Head","152135505","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","1992","1992","Head","154229303","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","1993","1993","Head","155134074","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","1994","1994","Head","158243229","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","1995","1995","Head","161227938","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","1996","1996","Head","158288540","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","1997","1997","Head","161416157","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","1998","1998","Head","163154357","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","1999","1999","Head","164621038","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","2000","2000","Head","169875524","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","2001","2001","Head","176388726","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","2002","2002","Head","185348838","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","2003","2003","Head","195551576","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","2004","2004","Head","204512737","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","2005","2005","Head","207156696","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","2006","2006","Head","205886244","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","2007","2007","Head","199752014","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","2008","2008","Head","202306731","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","2009","2009","Head","205307954","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","2010","2010","Head","209541109","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","2011","2011","Head","212815311","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","2012","2012","Head","211279082","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","2013","2013","Head","211764292","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","2014","2014","Head","212366132","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","2015","2015","Head","215220508","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","2016","2016","Head","218190768","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","2017","2017","Head","215003578","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","2018","2018","Head","213809445","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","866","Cattle","2019","2019","Head","214659840","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","1961","1961","1000 Head","132275","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","1962","1962","1000 Head","137430","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","1963","1963","1000 Head","144302","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","1964","1964","1000 Head","151517","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","1965","1965","1000 Head","159093","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","1966","1966","1000 Head","167048","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","1967","1967","1000 Head","175400","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","1968","1968","1000 Head","184170","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","1969","1969","1000 Head","193378","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","1970","1970","1000 Head","200000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","1971","1971","1000 Head","213622","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","1972","1972","1000 Head","250000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","1973","1973","1000 Head","271675","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","1974","1974","1000 Head","274378","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","1975","1975","1000 Head","311867","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","1976","1976","1000 Head","338977","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","1977","1977","1000 Head","331586","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","1978","1978","1000 Head","345711","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","1979","1979","1000 Head","387657","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","1980","1980","1000 Head","441321","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","1981","1981","1000 Head","450048","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","1982","1982","1000 Head","469924","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","1983","1983","1000 Head","450753","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","1984","1984","1000 Head","462784","","Official data"
